sales_person,country,product,date,boxes_shipped,amount,currency,mid_rate,total_amount_th
Dennison Crosswaite,Canada,85% Dark Bars,2024-08-01,87,11719.06,CAD,22.5593,264373.79025799996
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,63,2755.14,AUD,21.2763,58619.185181999994
Husein Augar,USA,White Choc,2024-07-13,61,2438.56,USD,31.1547,75972.60523199999
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,144,7661.86,AUD,21.2763,163016.031918
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,23,4886.15,INR,0.3442,1681.8128299999998
Curtice Advani,UK,50% Dark Bites,2024-03-08,156,3572.26,GBP,42.0265,150129.58489
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-03-09,94,6937.75,USD,31.1547,216143.519925
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,221,1941.25,CAD,22.5593,43793.241125
Gigi Bohling,UK,Drinking Coco,2024-06-30,46,6173.15,GBP,42.0265,259435.88847499999
Kelci Walkden,India,Mint Chip Choco,2024-07-28,116,3105.45,INR,0.3442,1068.89589
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-08-12,154,3691.6,CAD,22.5593,83279.91188
Barr Faughny,UK,Mint Chip Choco,2024-07-07,324,3950.65,GBP,42.0265,166031.992225
Barr Faughny,USA,85% Dark Bars,2024-08-25,49,13497.17,USD,31.1547,420500.28219899995
Husein Augar,Canada,Eclairs,2024-01-17,241,4389.23,CAD,22.5593,99017.956339
Jan Morforth,Australia,70% Dark Bites,2024-03-04,366,6310.98,AUD,21.2763,134274.30377399997
Marney O'Breen,New Zealand,Fruit & Nut Bars,2024-08-25,4,9693.37,AUD,21.2763,206239.04813100002
Ches Bonnell,UK,Peanut Butter Cubes,2024-04-15,266,2348.2,GBP,42.0265,98686.6273
Kaine Padly,USA,Organic Choco Syrup,2024-03-11,24,2518.5,USD,31.1547,78463.11194999999
Camilla Castle,USA,Raspberry Choco,2024-05-20,17,3516.72,USD,31.1547,109562.356584
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,44,16807.37,AUD,21.2763,357598.64633099997
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,70,1736.59,AUD,21.2763,36948.209816999995
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,168,7900.11,USD,31.1547,246125.55701699998
Madelene Upcott,India,Mint Chip Choco,2024-08-24,71,4016.89,INR,0.3442,1382.613538
Jehu Rudeforth,India,Eclairs,2024-02-24,140,9642.62,INR,0.3442,3318.9898040000003
Karlen McCaffrey,Canada,Raspberry Choco,2024-05-09,217,773.7,CAD,22.5593,17454.13041
Kaine Padly,Australia,70% Dark Bites,2024-02-08,240,7852.03,AUD,21.2763,167062.14588899998
Roddy Speechley,UK,70% Dark Bites,2024-03-24,293,1649.57,GBP,42.0265,69325.653605
Rafaelita Blaksland,USA,Drinking Coco,2024-06-20,78,9333.45,USD,31.1547,290780.834715
Mallorie Waber,Canada,Manuka Honey Choco,2024-03-07,117,1540.11,CAD,22.5593,34743.803522999995
Kaine Padly,Australia,Fruit & Nut Bars,2024-06-20,82,7840.94,AUD,21.2763,166826.191722
Oby Sorrel,New Zealand,Organic Choco Syrup,2024-02-17,267,17102.97,AUD,21.2763,363887.92061100004
Madelene Upcott,UK,99% Dark & Pure,2024-01-26,49,11496.42,GBP,42.0265,483154.29513
Madelene Upcott,Australia,Mint Chip Choco,2024-05-02,166,3072.89,AUD,21.2763,65379.729507
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,7,14990.79,CAD,22.5593,338181.72884700005
Rafaelita Blaksland,Australia,Baker's Choco Chips,2024-08-22,49,3170.18,AUD,21.2763,67449.700734
Karlen McCaffrey,Australia,After Nines,2024-08-11,67,2528.14,AUD,21.2763,53789.465081999995
Marney O'Breen,UK,99% Dark & Pure,2024-01-13,208,8551.6,GBP,42.0265,359393.8174
Gunar Cockshoot,Australia,50% Dark Bites,2024-03-02,119,13072.95,AUD,21.2763,278144.006085
Marney O'Breen,Australia,Choco Coated Almonds,2024-07-27,41,11987.26,AUD,21.2763,255044.539938
Kelci Walkden,New Zealand,Drinking Coco,2024-03-10,116,18385.44,AUD,21.2763,391174.13707199995
Beverie Moffet,USA,85% Dark Bars,2024-08-23,344,14028.4,USD,31.1547,437050.59348
Roddy Speechley,USA,Eclairs,2024-04-25,169,4812.71,USD,31.1547,149938.536237
Dennison Crosswaite,UK,Milk Bars,2024-03-07,446,11963.91,GBP,42.0265,502801.263615
Wilone O'Kielt,UK,Organic Choco Syrup,2024-07-12,52,5574.83,GBP,42.0265,234290.59299499998
Madelene Upcott,USA,Orange Choco,2024-05-16,144,9205.15,USD,31.1547,286783.686705
Gunar Cockshoot,India,Smooth Sliky Salty,2024-03-02,69,4133.74,INR,0.3442,1422.833308
Marney O'Breen,New Zealand,85% Dark Bars,2024-05-30,164,1312.23,AUD,21.2763,27919.399149
Marney O'Breen,UK,Manuka Honey Choco,2024-06-10,185,11735.75,GBP,42.0265,493212.497375
Brien Boise,USA,99% Dark & Pure,2024-07-25,358,7650.76,USD,31.1547,238357.132572
Beverie Moffet,New Zealand,Mint Chip Choco,2024-06-09,98,4994.93,AUD,21.2763,106273.629159
Dennison Crosswaite,USA,Milk Bars,2024-05-12,62,890.78,USD,31.1547,27751.983665999996
Gunar Cockshoot,USA,Drinking Coco,2024-05-09,5,4142.16,USD,31.1547,129047.75215199999
Brien Boise,Canada,Manuka Honey Choco,2024-08-09,178,7308.24,CAD,22.5593,164868.778632
Van Tuxwell,India,Choco Coated Almonds,2024-04-13,115,6833.86,INR,0.3442,2352.2146119999998
Andria Kimpton,USA,Caramel Stuffed Bars,2024-05-02,47,8878.27,USD,31.1547,276599.838369
Dotty Strutley,USA,99% Dark & Pure,2024-08-09,307,4134.93,USD,31.1547,128822.503671
Camilla Castle,Australia,Raspberry Choco,2024-08-23,188,6641.89,AUD,21.2763,141314.844207
Gunar Cockshoot,India,Spicy Special Slims,2024-05-13,174,7117.3,INR,0.3442,2449.77466
Karlen McCaffrey,USA,Manuka Honey Choco,2024-02-01,68,11815.59,USD,31.1547,368111.16177299997
Camilla Castle,USA,50% Dark Bites,2024-06-23,303,6962.79,USD,31.1547,216923.63361299998
Madelene Upcott,UK,Choco Coated Almonds,2024-05-24,147,11786.42,GBP,42.0265,495341.98013
Jan Morforth,Canada,Mint Chip Choco,2024-04-01,224,1200.19,CAD,22.5593,27075.446267000003
Camilla Castle,Canada,70% Dark Bites,2024-07-27,166,10791.08,CAD,22.5593,243439.211044
Ches Bonnell,India,Peanut Butter Cubes,2024-01-27,224,26170.95,INR,0.3442,9008.04099
Jan Morforth,India,Choco Coated Almonds,2024-08-12,136,2987.81,INR,0.3442,1028.404202
Gigi Bohling,Canada,Almond Choco,2024-02-01,47,11705.99,CAD,22.5593,264078.940207
Rafaelita Blaksland,India,After Nines,2024-03-02,201,5256.03,INR,0.3442,1809.125526
Kelci Walkden,Australia,99% Dark & Pure,2024-06-30,36,3794.1,AUD,21.2763,80724.40982999999
Dotty Strutley,Australia,Spicy Special Slims,2024-01-17,97,9655.3,AUD,21.2763,205429.05938999998
Brien Boise,USA,Milk Bars,2024-07-07,133,16001.54,USD,31.1547,498523.178238
Mallorie Waber,New Zealand,Mint Chip Choco,2024-01-31,104,1386.1,AUD,21.2763,29491.079429999998
Beverie Moffet,UK,99% Dark & Pure,2024-08-10,122,3821.76,GBP,42.0265,160615.19664
Beverie Moffet,USA,Peanut Butter Cubes,2024-08-18,351,15722.43,USD,31.1547,489827.589921
Brien Boise,New Zealand,White Choc,2024-06-15,340,6287.25,AUD,21.2763,133769.41717499998
Marney O'Breen,USA,Baker's Choco Chips,2024-01-26,9,9831.97,USD,31.1547,306312.07575899997
Kelci Walkden,USA,Spicy Special Slims,2024-04-29,73,90.36,USD,31.1547,2815.138692
Mallorie Waber,Canada,White Choc,2024-03-03,71,3799.5,CAD,22.5593,85714.06035
Kaine Padly,Australia,Almond Choco,2024-02-22,422,4674.2,AUD,21.2763,99449.68145999999
Oby Sorrel,USA,Smooth Sliky Salty,2024-03-04,169,4011.83,USD,31.1547,124987.36010099998
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,9,3429.85,INR,0.3442,1180.55437
Camilla Castle,New Zealand,Caramel Stuffed Bars,2024-06-17,380,4920.68,AUD,21.2763,104693.863884
Jan Morforth,Canada,Caramel Stuffed Bars,2024-08-02,118,10049.72,CAD,22.5593,226714.64839599998
Oby Sorrel,USA,Baker's Choco Chips,2024-08-12,120,8485.1,USD,31.1547,264350.74497
Madelene Upcott,New Zealand,Peanut Butter Cubes,2024-01-28,351,6030.31,AUD,21.2763,128302.684653
Kelci Walkden,Australia,Orange Choco,2024-04-29,443,13331.77,AUD,21.2763,283650.738051
Marney O'Breen,Australia,Manuka Honey Choco,2024-04-05,233,15245.95,AUD,21.2763,324377.405985
Kaine Padly,Canada,Manuka Honey Choco,2024-01-18,133,11618.55,CAD,22.5593,262106.35501499998
Jehu Rudeforth,UK,Baker's Choco Chips,2024-05-16,98,2629.59,GBP,42.0265,110512.464135
Kelci Walkden,Australia,White Choc,2024-08-24,168,10089.49,AUD,21.2763,214667.016087
Curtice Advani,India,85% Dark Bars,2024-01-18,402,308.24,INR,0.3442,106.096208
Kaine Padly,USA,Eclairs,2024-08-22,10,7978.76,USD,31.1547,248575.87417199998
Gunar Cockshoot,UK,99% Dark & Pure,2024-03-07,84,8.16,GBP,42.0265,342.93624
Beverie Moffet,UK,Choco Coated Almonds,2024-03-04,73,3303.13,GBP,42.0265,138818.992945
Dotty Strutley,Canada,Manuka Honey Choco,2024-04-22,113,13959.74,CAD,22.5593,314921.962582
Kaine Padly,Australia,Milk Bars,2024-06-09,91,4251.42,AUD,21.2763,90454.487346
Jan Morforth,Canada,Fruit & Nut Bars,2024-07-25,217,9885.53,CAD,22.5593,223010.63692900003
Jan Morforth,India,Smooth Sliky Salty,2024-08-03,93,12864.47,INR,0.3442,4427.9505739999995
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-08-03,144,5245.6,AUD,21.2763,111606.95928000001
Jehu Rudeforth,UK,Milk Bars,2024-05-03,219,14345.5,GBP,42.0265,602891.15575
Husein Augar,Canada,After Nines,2024-01-19,288,11462.19,CAD,22.5593,258578.982867
Roddy Speechley,USA,50% Dark Bites,2024-02-11,306,11667.94,USD,31.1547,363511.170318
Van Tuxwell,India,Almond Choco,2024-06-14,383,7455.17,INR,0.3442,2566.0695140000003
Kelci Walkden,USA,50% Dark Bites,2024-03-23,234,7203.64,USD,31.1547,224427.243108
Madelene Upcott,Canada,85% Dark Bars,2024-02-17,105,8081.58,CAD,22.5593,182314.787694
Dennison Crosswaite,Canada,Smooth Sliky Salty,2024-03-17,485,2055.4,CAD,22.5593,46368.385220000004
Mallorie Waber,Australia,Spicy Special Slims,2024-06-29,304,6476.09,AUD,21.2763,137787.233667
Ches Bonnell,Canada,Choco Coated Almonds,2024-08-24,289,17490.08,CAD,22.5593,394563.96174400003
Gigi Bohling,Canada,Spicy Special Slims,2024-07-04,281,13644.0,CAD,22.5593,307799.0892
Roddy Speechley,New Zealand,Almond Choco,2024-03-28,70,2930.46,AUD,21.2763,62349.346097999995
Curtice Advani,India,Smooth Sliky Salty,2024-04-19,143,22717.09,INR,0.3442,7819.222378
Ches Bonnell,New Zealand,Mint Chip Choco,2024-01-18,248,9471.72,AUD,21.2763,201523.15623599998
Van Tuxwell,New Zealand,Fruit & Nut Bars,2024-01-17,92,3400.47,AUD,21.2763,72349.41986099999
Andria Kimpton,New Zealand,Mint Chip Choco,2024-02-15,201,10696.21,AUD,21.2763,227575.77282299998
Andria Kimpton,UK,Milk Bars,2024-02-11,307,17101.67,GBP,42.0265,718723.3342549999
Camilla Castle,USA,Manuka Honey Choco,2024-03-21,180,18936.88,USD,31.1547,589972.8153359999
Gunar Cockshoot,New Zealand,Almond Choco,2024-01-05,136,6015.37,AUD,21.2763,127984.816731
Brien Boise,India,Raspberry Choco,2024-05-30,162,7623.58,INR,0.3442,2624.036236
Jehu Rudeforth,USA,99% Dark & Pure,2024-01-04,227,2996.83,USD,31.1547,93365.339601
Beverie Moffet,Australia,Fruit & Nut Bars,2024-04-22,260,1718.97,AUD,21.2763,36573.321411
Gigi Bohling,Canada,Milk Bars,2024-02-10,114,3523.33,CAD,22.5593,79483.858469
Dotty Strutley,India,Spicy Special Slims,2024-08-12,209,1092.36,INR,0.3442,375.99031199999996
Gunar Cockshoot,USA,Organic Choco Syrup,2024-08-10,310,2495.71,USD,31.1547,77753.096337
Kelci Walkden,Australia,Raspberry Choco,2024-06-07,58,813.41,AUD,21.2763,17306.355183
Jehu Rudeforth,India,Baker's Choco Chips,2024-06-06,81,2489.06,INR,0.3442,856.734452
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2024-04-05,201,5701.35,AUD,21.2763,121303.633005
Wilone O'Kielt,USA,50% Dark Bites,2024-04-18,126,5084.32,USD,31.1547,158400.464304
Andria Kimpton,India,50% Dark Bites,2024-01-31,16,15789.48,INR,0.3442,5434.7390159999995
Madelene Upcott,USA,Baker's Choco Chips,2024-08-22,141,6541.75,USD,31.1547,203806.258725
Jehu Rudeforth,Australia,99% Dark & Pure,2024-02-25,217,11409.11,AUD,21.2763,242743.647093
Jan Morforth,Australia,Mint Chip Choco,2024-02-22,99,19258.41,AUD,21.2763,409747.708683
Oby Sorrel,New Zealand,Milk Bars,2024-01-12,201,5074.86,AUD,21.2763,107974.24381799999
Brien Boise,UK,Almond Choco,2024-05-25,120,115.9,GBP,42.0265,4870.87135
Kelci Walkden,India,Smooth Sliky Salty,2024-02-01,9,2797.19,INR,0.3442,962.7927980000001
Rafaelita Blaksland,UK,Eclairs,2024-04-27,75,1608.04,GBP,42.0265,67580.29306
Gigi Bohling,USA,Smooth Sliky Salty,2024-07-22,133,2960.99,USD,31.1547,92248.75515299999
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,260,3703.51,AUD,21.2763,78796.98981300001
Curtice Advani,USA,Mint Chip Choco,2024-08-24,285,5679.57,USD,31.1547,176945.29947899998
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,20,6764.17,AUD,21.2763,143916.510171
Karlen McCaffrey,India,85% Dark Bars,2024-03-30,87,1108.85,INR,0.3442,381.66616999999997
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,160,9477.32,AUD,21.2763,201642.30351599999
Kelci Walkden,USA,Fruit & Nut Bars,2024-02-17,155,5301.93,USD,31.1547,165180.038571
Kelci Walkden,Canada,Peanut Butter Cubes,2024-04-08,43,8041.25,CAD,22.5593,181404.971125
Gigi Bohling,Canada,Drinking Coco,2024-07-06,89,3716.17,CAD,22.5593,83834.193881
Husein Augar,India,Fruit & Nut Bars,2024-04-04,222,4591.77,INR,0.3442,1580.4872340000002
Jan Morforth,New Zealand,Organic Choco Syrup,2024-03-02,217,1928.33,AUD,21.2763,41027.727579
Gigi Bohling,New Zealand,Raspberry Choco,2024-08-09,186,1225.12,AUD,21.2763,26066.020655999997
Dennison Crosswaite,Australia,Milk Bars,2024-06-09,296,11326.55,AUD,21.2763,240987.075765
Ches Bonnell,UK,Caramel Stuffed Bars,2024-06-02,301,3063.08,GBP,42.0265,128730.53162
Van Tuxwell,USA,Fruit & Nut Bars,2024-07-05,233,7093.33,USD,31.1547,220990.56815099998
Andria Kimpton,Canada,Eclairs,2024-08-11,120,337.37,CAD,22.5593,7610.831041
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,158,3764.59,INR,0.3442,1295.771878
Kelci Walkden,New Zealand,Spicy Special Slims,2024-08-11,68,695.32,AUD,21.2763,14793.836916
Roddy Speechley,Australia,Drinking Coco,2024-05-12,111,14609.99,AUD,21.2763,310846.53023699997
Wilone O'Kielt,USA,Milk Bars,2024-07-15,96,5298.68,USD,31.1547,165078.785796
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,132,4552.3,INR,0.3442,1566.90166
Madelene Upcott,UK,Fruit & Nut Bars,2024-01-05,199,9099.26,GBP,42.0265,382410.05039
Curtice Advani,Australia,50% Dark Bites,2024-06-29,239,603.97,AUD,21.2763,12850.246911
Brien Boise,Canada,Raspberry Choco,2024-06-14,46,3172.23,CAD,22.5593,71563.288239
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,74,4737.32,INR,0.3442,1630.585544
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,142,15201.56,INR,0.3442,5232.376952
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,106,7912.62,INR,0.3442,2723.523804
Brien Boise,India,Milk Bars,2024-02-22,269,14190.78,INR,0.3442,4884.4664760000005
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,259,9327.08,GBP,42.0265,391984.52762
Barr Faughny,USA,Almond Choco,2024-02-03,83,434.42,USD,31.1547,13534.224774
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,132,1497.58,CAD,22.5593,33784.356494
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,155,3124.74,AUD,21.2763,66482.90566199999
Brien Boise,Australia,Milk Bars,2024-07-27,54,2356.21,AUD,21.2763,50131.430822999995
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,55,8548.0,AUD,21.2763,181869.8124
Madelene Upcott,Australia,Organic Choco Syrup,2024-07-05,52,12094.34,AUD,21.2763,257322.806142
Van Tuxwell,India,White Choc,2024-03-15,46,2119.42,INR,0.3442,729.504364
Gunar Cockshoot,Canada,After Nines,2024-08-04,220,3038.32,CAD,22.5593,68542.372376
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,382,5187.72,USD,31.1547,161621.860284
Jan Morforth,Canada,After Nines,2024-07-13,180,5384.52,CAD,22.5593,121471.002036
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,249,6575.07,AUD,21.2763,139893.161841
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,59,6350.37,AUD,21.2763,135112.377231
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,28,7488.06,AUD,21.2763,159318.210978
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,7,6997.57,CAD,22.5593,157860.280901
Kaine Padly,India,70% Dark Bites,2024-01-24,324,13081.57,INR,0.3442,4502.676394
Beverie Moffet,USA,White Choc,2024-03-11,136,5964.72,USD,31.1547,185829.062184
Ches Bonnell,New Zealand,After Nines,2024-06-23,377,6651.11,AUD,21.2763,141511.01169299998
Husein Augar,India,Spicy Special Slims,2024-08-22,31,2606.11,INR,0.3442,897.0230620000001
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,24,3615.98,CAD,22.5593,81573.977614
Curtice Advani,India,Milk Bars,2024-04-05,210,3658.27,INR,0.3442,1259.176534
Beverie Moffet,India,Milk Bars,2024-04-15,314,1997.46,INR,0.3442,687.5257320000001
Husein Augar,Australia,White Choc,2024-05-11,213,3618.67,AUD,21.2763,76991.908521
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,492,5538.85,CAD,22.5593,124952.57880500001
Jan Morforth,New Zealand,Orange Choco,2024-02-11,86,1382.49,AUD,21.2763,29414.271987
Andria Kimpton,Canada,Smooth Sliky Salty,2024-07-08,81,1223.79,CAD,22.5593,27607.845747
Gunar Cockshoot,UK,Raspberry Choco,2024-08-11,344,8043.29,GBP,42.0265,338031.327185
Husein Augar,New Zealand,After Nines,2024-08-04,7,6878.47,AUD,21.2763,146348.391261
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,94,9420.22,AUD,21.2763,200427.42678599997
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,293,2516.34,GBP,42.0265,105752.96301
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,529,4334.75,CAD,22.5593,97788.925675
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,111,1588.49,GBP,42.0265,66758.674985
Andria Kimpton,UK,Caramel Stuffed Bars,2024-06-07,271,8959.38,GBP,42.0265,376531.38356999995
Jan Morforth,UK,White Choc,2024-06-22,46,9409.06,GBP,42.0265,395429.86009
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,268,3315.64,USD,31.1547,103297.769508
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,210,10920.7,GBP,42.0265,458958.79855
Gunar Cockshoot,New Zealand,After Nines,2024-08-09,154,7605.55,AUD,21.2763,161817.963465
Kaine Padly,Canada,85% Dark Bars,2024-04-06,33,1859.96,CAD,22.5593,41959.395628
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,259,1743.87,AUD,21.2763,37103.101280999996
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,57,758.28,AUD,21.2763,16133.392763999998
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,138,125.37,AUD,21.2763,2667.409731
Curtice Advani,USA,Drinking Coco,2024-02-07,149,6170.75,USD,31.1547,192247.86502499998
Brien Boise,Australia,Spicy Special Slims,2024-05-09,273,6867.13,AUD,21.2763,146107.118019
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,113,8775.45,AUD,21.2763,186709.106835
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,6,10422.84,USD,31.1547,324720.453348
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,231,7402.04,AUD,21.2763,157488.023652
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,129,2498.04,GBP,42.0265,104983.87805999999
Marney O'Breen,USA,Raspberry Choco,2024-05-23,152,6873.56,USD,31.1547,214143.699732
Jehu Rudeforth,UK,White Choc,2024-06-29,304,2015.93,GBP,42.0265,84722.482145
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,95,8077.51,AUD,21.2763,171859.526013
Dotty Strutley,USA,85% Dark Bars,2024-04-25,538,11149.46,USD,31.1547,347358.081462
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,236,4739.39,AUD,21.2763,100836.683457
Curtice Advani,India,Manuka Honey Choco,2024-05-23,185,1844.54,INR,0.3442,634.890668
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,19,1263.98,USD,31.1547,39378.917706
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,306,7527.84,CAD,22.5593,169822.800912
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,268,12265.45,AUD,21.2763,260963.393835
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,230,17662.05,USD,31.1547,550255.8691349999
Rafaelita Blaksland,USA,White Choc,2024-08-16,120,5520.0,USD,31.1547,171973.944
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,11,10712.76,CAD,22.5593,241672.366668
Curtice Advani,New Zealand,After Nines,2024-04-05,29,8416.8,AUD,21.2763,179078.36183999997
Camilla Castle,India,85% Dark Bars,2024-05-04,54,9986.05,INR,0.3442,3437.19841
Ches Bonnell,USA,Choco Coated Almonds,2024-01-04,89,15629.82,USD,31.1547,486942.35315399995
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,100,6224.33,AUD,21.2763,132430.712379
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-07-11,95,7736.85,AUD,21.2763,164611.541655
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,162,4860.75,AUD,21.2763,103418.77522499999
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,62,1754.64,AUD,21.2763,37332.247032
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,24,897.13,CAD,22.5593,20238.624809
Jan Morforth,India,99% Dark & Pure,2024-05-23,182,10607.29,INR,0.3442,3651.0292180000006
Rafaelita Blaksland,Canada,Drinking Coco,2024-07-12,192,10772.0,CAD,22.5593,243008.7796
Jan Morforth,UK,Orange Choco,2024-06-15,203,4116.96,GBP,42.0265,173021.41944
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,321,5185.36,AUD,21.2763,110325.27496799998
Curtice Advani,Australia,Eclairs,2024-03-25,58,6974.95,AUD,21.2763,148401.128685
Jan Morforth,India,Caramel Stuffed Bars,2024-07-04,161,99.5,INR,0.3442,34.2479
Andria Kimpton,UK,White Choc,2024-05-12,109,10203.47,GBP,42.0265,428816.13195499993
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,148,5081.52,AUD,21.2763,108115.94397600001
Madelene Upcott,Australia,Orange Choco,2024-04-15,381,7166.62,AUD,21.2763,152479.157106
Roddy Speechley,Canada,Eclairs,2024-03-08,95,7026.54,CAD,22.5593,158513.823822
Karlen McCaffrey,India,White Choc,2024-01-17,251,8265.32,INR,0.3442,2844.923144
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,53,1516.19,INR,0.3442,521.872598
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,72,1258.54,GBP,42.0265,52892.03131
Marney O'Breen,UK,50% Dark Bites,2024-06-14,126,3506.38,GBP,42.0265,147360.87907
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,83,10969.0,INR,0.3442,3775.5298000000003
Madelene Upcott,UK,Raspberry Choco,2024-08-26,347,8442.19,GBP,42.0265,354795.698035
Wilone O'Kielt,Australia,50% Dark Bites,2024-08-03,112,11000.85,AUD,21.2763,234057.384855
Gigi Bohling,Canada,White Choc,2024-07-11,4,6987.59,CAD,22.5593,157635.13908700002
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,21,3735.0,AUD,21.2763,79466.98049999999
Brien Boise,UK,Peanut Butter Cubes,2024-01-10,32,17346.79,GBP,42.0265,729024.869935
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,349,16517.2,GBP,42.0265,694160.1058
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,778,7642.94,AUD,21.2763,162613.48432199997
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-07-08,49,10337.23,AUD,21.2763,219938.006649
Jan Morforth,UK,Organic Choco Syrup,2024-04-12,384,1367.24,GBP,42.0265,57460.31186
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,191,570.58,CAD,22.5593,12871.885394
Ches Bonnell,UK,Choco Coated Almonds,2024-06-07,259,2012.27,GBP,42.0265,84568.665155
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,29,1469.24,CAD,22.5593,33145.025932000004
Husein Augar,USA,99% Dark & Pure,2024-02-21,113,10020.18,USD,31.1547,312175.701846
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,304,1914.65,CAD,22.5593,43193.163745000005
Brien Boise,UK,Manuka Honey Choco,2024-06-28,101,73.91,GBP,42.0265,3106.178615
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,21,2794.33,GBP,42.0265,117435.909745
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,54,3192.06,AUD,21.2763,67915.226178
Dennison Crosswaite,USA,Eclairs,2024-05-25,98,2447.37,USD,31.1547,76247.07813899999
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,313,7696.46,AUD,21.2763,163752.191898
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,132,14731.55,USD,31.1547,458957.02078499994
Beverie Moffet,Canada,Orange Choco,2024-05-10,111,9321.64,CAD,22.5593,210289.67325199998
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,88,18473.63,AUD,21.2763,393050.493969
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,54,7437.55,INR,0.3442,2560.00471
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,58,14581.33,CAD,22.5593,328944.597869
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,115,3389.96,AUD,21.2763,72125.805948
Beverie Moffet,India,Spicy Special Slims,2024-04-21,182,3968.38,INR,0.3442,1365.916396
